Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,Total_Carbon_Footprint,Footprint_Category
overweight,male,vegan,daily,coal,private,petrol,never,261,very frequently,3229,medium,1,10,42,3,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",4352,High
obese,female,vegan,more frequently,electricity,private,hybrid,never,149,never,3294,large,3,19,49,10,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2062,Low
underweight,female,vegan,more frequently,electricity,private,electric,often,178,very frequently,5409,large,5,6,10,3,Yes,"['Paper', 'Glass']","['Stove', 'Oven']",1886,Low
overweight,female,vegetarian,daily,coal,private,diesel,never,199,rarely,9427,extra large,3,22,7,20,Sometimes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3781,High
underweight,male,vegetarian,more frequently,electricity,private,electric,never,177,frequently,131,medium,4,9,1,12,Sometimes,"['Glass', 'Metal']",['Microwave'],1227,Low
overweight,female,vegan,less frequently,coal,private,electric,never,89,very frequently,8843,extra large,1,3,7,8,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1945,Low
underweight,male,vegan,less frequently,natural gas,private,diesel,often,95,very frequently,556,medium,4,17,38,7,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2812,Medium
underweight,female,vegetarian,daily,wood,private,hybrid,never,58,never,5956,small,4,24,45,5,Yes,"['Plastic', 'Metal']",['Microwave'],1707,Low
underweight,male,omnivore,less frequently,electricity,private,hybrid,often,111,very frequently,3325,medium,6,22,21,5,Yes,[],"['Oven', 'Grill', 'Airfryer']",3149,Medium
normal,male,vegetarian,twice a day,electricity,private,lpg,often,281,frequently,3055,extra large,6,13,39,5,No,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3412,High
underweight,male,vegetarian,more frequently,electricity,private,diesel,never,287,rarely,8077,medium,2,17,50,11,Yes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3509,High
obese,male,vegetarian,daily,wood,private,petrol,often,185,rarely,2077,extra large,1,11,30,20,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2626,Medium
normal,male,vegan,less frequently,coal,private,electric,often,278,frequently,5043,medium,5,12,13,1,Sometimes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",2268,Low
normal,male,vegan,daily,electricity,private,petrol,often,249,never,7179,medium,6,21,9,13,Sometimes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3821,High
overweight,female,omnivore,less frequently,electricity,private,petrol,often,60,rarely,7186,large,5,4,11,7,No,"['Paper', 'Plastic', 'Glass']",[],3508,High
overweight,female,vegetarian,more frequently,natural gas,private,lpg,never,77,very frequently,7486,medium,5,12,10,21,No,['Glass'],"['Stove', 'Grill', 'Airfryer']",4359,High
overweight,male,omnivore,less frequently,electricity,private,hybrid,often,107,rarely,3604,large,1,14,0,9,No,[],"['Oven', 'Grill', 'Airfryer']",1824,Low
normal,male,pescatarian,less frequently,coal,private,diesel,never,172,frequently,5037,extra large,2,7,10,10,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2946,Medium
underweight,male,vegetarian,daily,electricity,private,lpg,often,105,rarely,4071,small,5,23,9,22,Sometimes,[],['Microwave'],2195,Low
obese,female,vegan,more frequently,coal,private,hybrid,never,132,rarely,7430,small,5,15,39,17,No,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3284,Medium
underweight,female,vegan,less frequently,coal,private,lpg,often,151,rarely,4989,small,1,20,50,3,No,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2642,Medium
normal,male,omnivore,less frequently,natural gas,private,hybrid,sometimes,110,never,2041,small,2,15,43,20,No,"['Plastic', 'Glass']",[],1804,Low
overweight,male,omnivore,twice a day,wood,private,diesel,sometimes,222,frequently,2212,medium,7,15,26,11,Sometimes,[],[],3319,Medium
normal,male,pescatarian,twice a day,electricity,private,lpg,sometimes,235,never,3368,small,7,12,27,16,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2042,Low
underweight,male,vegan,less frequently,electricity,private,diesel,often,216,frequently,3757,medium,3,14,8,22,No,['Glass'],['Stove'],2451,Medium
underweight,male,vegan,twice a day,coal,private,lpg,never,144,rarely,5134,medium,5,5,11,13,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2714,Medium
overweight,male,pescatarian,daily,wood,private,lpg,often,188,very frequently,1230,small,2,24,17,20,No,"['Glass', 'Metal']","['Oven', 'Microwave']",3088,Medium
overweight,female,vegetarian,twice a day,coal,private,diesel,often,167,very frequently,1630,small,5,5,28,0,No,[],"['Oven', 'Microwave']",3231,Medium
underweight,female,pescatarian,twice a day,electricity,private,electric,often,181,very frequently,3900,extra large,6,15,31,11,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2312,Low
obese,female,pescatarian,more frequently,wood,private,lpg,never,246,very frequently,9671,extra large,3,5,12,0,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",4922,High
normal,female,vegan,less frequently,wood,private,diesel,sometimes,54,rarely,6465,medium,2,16,13,20,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2328,Medium
overweight,female,vegetarian,twice a day,electricity,private,diesel,never,94,frequently,421,large,2,18,11,1,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1146,Low
underweight,male,vegetarian,twice a day,electricity,private,lpg,never,86,very frequently,4276,small,6,10,26,11,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",3197,Medium
normal,male,omnivore,daily,electricity,private,electric,often,174,frequently,2218,medium,1,24,33,18,Yes,['Glass'],['Oven'],1984,Low
overweight,female,vegetarian,more frequently,natural gas,private,hybrid,sometimes,185,rarely,6994,small,4,4,4,6,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2079,Low
normal,male,vegetarian,less frequently,electricity,private,hybrid,never,296,very frequently,6883,small,3,19,4,12,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3122,Medium
obese,female,vegetarian,twice a day,electricity,private,hybrid,never,87,frequently,4737,large,7,16,13,8,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2545,Medium
normal,female,vegetarian,daily,wood,private,electric,never,173,frequently,5027,medium,6,15,36,9,Yes,['Metal'],"['Grill', 'Airfryer']",1799,Low
underweight,female,vegetarian,twice a day,electricity,private,petrol,often,135,rarely,5330,medium,7,6,23,3,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2813,Medium
normal,female,pescatarian,less frequently,coal,private,hybrid,often,165,very frequently,7390,large,3,11,0,9,Sometimes,"['Paper', 'Plastic', 'Glass']",['Stove'],3040,Medium
normal,male,vegetarian,more frequently,wood,private,lpg,never,263,rarely,2929,medium,6,2,4,16,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",2211,Low
overweight,female,omnivore,twice a day,natural gas,private,lpg,often,150,frequently,546,extra large,3,14,39,9,Sometimes,[],"['Grill', 'Airfryer']",2594,Medium
overweight,female,vegan,more frequently,electricity,private,diesel,never,128,very frequently,9745,extra large,1,19,45,1,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",4556,High
underweight,male,omnivore,twice a day,coal,private,electric,never,52,never,8797,small,7,13,23,5,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1059,Low
obese,male,vegan,twice a day,wood,private,lpg,sometimes,273,rarely,9980,small,7,17,45,20,Sometimes,[],['Stove'],5663,High
overweight,female,vegan,twice a day,wood,private,lpg,never,146,rarely,3192,small,4,12,41,24,Yes,['Glass'],['Stove'],2248,Low
obese,male,vegan,more frequently,wood,private,petrol,sometimes,78,rarely,798,extra large,3,0,33,13,Sometimes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2401,Medium
normal,female,vegetarian,daily,electricity,private,electric,sometimes,229,never,2389,extra large,5,24,38,23,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1480,Low
overweight,female,omnivore,daily,wood,private,lpg,often,82,frequently,9773,large,2,5,12,21,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4307,High
overweight,male,omnivore,more frequently,natural gas,private,diesel,sometimes,230,very frequently,3310,large,4,13,11,3,Sometimes,"['Paper', 'Plastic']",['Stove'],3881,High
overweight,male,vegetarian,twice a day,coal,private,hybrid,never,95,frequently,2910,medium,3,12,5,5,No,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2708,Medium
obese,female,vegetarian,more frequently,wood,private,hybrid,often,258,rarely,7715,large,2,7,46,22,No,['Paper'],"['Oven', 'Microwave']",3432,High
obese,female,omnivore,twice a day,natural gas,private,petrol,often,188,rarely,2553,extra large,3,4,29,9,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",3050,Medium
obese,female,pescatarian,twice a day,electricity,private,hybrid,sometimes,231,frequently,6510,medium,6,23,19,1,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",2744,Medium
underweight,male,pescatarian,more frequently,electricity,private,hybrid,often,60,never,7285,extra large,1,14,7,0,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",1757,Low
underweight,male,pescatarian,daily,electricity,private,petrol,sometimes,266,frequently,6743,large,1,20,23,18,No,[],"['Oven', 'Microwave']",4416,High
underweight,female,pescatarian,daily,wood,private,petrol,often,139,rarely,1025,extra large,1,12,14,20,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",1543,Low
normal,female,omnivore,twice a day,wood,private,electric,sometimes,296,frequently,6798,extra large,5,4,13,6,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",2055,Low
obese,female,pescatarian,twice a day,electricity,private,diesel,often,204,very frequently,3002,small,1,10,36,21,No,['Glass'],[],3468,High
normal,male,pescatarian,daily,coal,private,diesel,often,122,never,1298,large,6,19,47,21,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2690,Medium
underweight,male,pescatarian,less frequently,wood,private,petrol,never,282,rarely,8881,small,7,0,4,14,Yes,['Paper'],['Oven'],4323,High
normal,male,pescatarian,less frequently,coal,private,hybrid,never,86,very frequently,49,small,4,8,6,24,No,"['Glass', 'Metal']","['Stove', 'Oven']",2363,Medium
obese,female,pescatarian,less frequently,electricity,private,petrol,often,223,never,8741,small,1,22,32,23,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",4562,High
underweight,female,pescatarian,less frequently,natural gas,private,diesel,often,122,very frequently,9828,medium,7,18,33,7,No,"['Glass', 'Metal']",['Microwave'],4490,High
normal,female,vegan,more frequently,electricity,private,electric,often,153,very frequently,3457,large,1,13,15,16,Yes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1859,Low
normal,male,pescatarian,daily,natural gas,private,petrol,often,202,rarely,7934,large,3,20,37,0,No,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",4631,High
underweight,female,vegan,twice a day,wood,private,diesel,never,212,rarely,9242,medium,7,0,33,7,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",3085,Medium
underweight,female,vegan,twice a day,wood,private,diesel,never,166,never,9704,extra large,4,13,36,3,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2969,Medium
obese,female,omnivore,less frequently,natural gas,private,diesel,sometimes,253,never,7988,medium,2,21,41,22,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",3641,High
overweight,male,vegetarian,twice a day,natural gas,private,lpg,sometimes,107,rarely,3194,small,6,17,45,10,Sometimes,"['Paper', 'Plastic']",['Oven'],2796,Medium
underweight,male,vegetarian,daily,coal,private,lpg,never,213,rarely,3654,small,5,4,50,12,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2637,Medium
underweight,male,pescatarian,more frequently,coal,private,lpg,sometimes,139,frequently,370,large,1,19,41,16,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2258,Low
normal,male,omnivore,less frequently,wood,private,lpg,never,293,never,8001,medium,2,13,2,11,No,"['Paper', 'Glass']",['Stove'],3201,Medium
underweight,male,omnivore,twice a day,coal,private,electric,never,170,frequently,8876,medium,7,16,37,14,Yes,[],"['Stove', 'Oven']",2608,Medium
obese,female,pescatarian,daily,natural gas,private,diesel,sometimes,160,never,7440,large,7,24,41,13,No,"['Plastic', 'Glass']",['Oven'],4039,High
underweight,male,vegetarian,daily,wood,private,lpg,never,85,very frequently,678,extra large,7,20,41,0,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],3036,Medium
underweight,female,vegetarian,more frequently,electricity,private,petrol,often,210,very frequently,6683,medium,1,6,1,20,Yes,"['Paper', 'Plastic', 'Glass']",['Stove'],3624,High
obese,female,pescatarian,less frequently,wood,private,lpg,sometimes,79,never,4195,small,3,24,50,7,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2855,Medium
obese,female,vegan,twice a day,wood,private,lpg,never,59,frequently,4562,large,7,8,50,2,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",3571,High
obese,female,vegan,daily,wood,private,hybrid,often,282,rarely,4428,large,6,11,44,1,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",2751,Medium
overweight,female,omnivore,twice a day,electricity,private,hybrid,sometimes,202,frequently,9282,medium,7,11,27,8,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3199,Medium
obese,male,pescatarian,twice a day,electricity,private,lpg,never,183,never,7025,medium,2,0,49,2,Yes,"['Paper', 'Plastic']",[],3443,High
underweight,male,vegan,twice a day,coal,private,hybrid,sometimes,88,rarely,5321,medium,4,16,41,24,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2598,Medium
obese,female,vegetarian,less frequently,coal,private,electric,often,89,never,7423,extra large,2,7,12,11,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1479,Low
normal,female,vegetarian,twice a day,coal,private,electric,often,176,rarely,4373,medium,2,11,14,1,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1184,Low
normal,female,omnivore,more frequently,natural gas,private,hybrid,sometimes,256,never,7576,large,7,10,9,9,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",2514,Medium
underweight,male,vegetarian,more frequently,wood,private,diesel,never,260,rarely,2468,small,7,18,43,24,No,"['Glass', 'Metal']",[],2334,Medium
underweight,male,omnivore,less frequently,coal,private,lpg,never,187,frequently,8542,large,1,18,7,19,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",4131,High
overweight,female,pescatarian,less frequently,electricity,private,electric,often,209,rarely,9970,extra large,6,2,48,23,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']",2127,Low
normal,female,omnivore,less frequently,natural gas,private,lpg,never,152,never,6040,small,3,7,49,22,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2779,Medium
overweight,male,omnivore,daily,natural gas,private,lpg,often,142,frequently,1943,large,7,9,14,0,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],2966,Medium
underweight,female,pescatarian,more frequently,coal,private,petrol,never,183,very frequently,2132,medium,5,8,37,9,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2886,Medium
normal,female,vegan,more frequently,electricity,private,petrol,never,117,rarely,185,medium,2,9,5,20,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],572,Low
obese,male,omnivore,daily,electricity,private,petrol,sometimes,163,frequently,3674,extra large,4,15,44,17,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4285,High
underweight,female,vegan,twice a day,coal,private,electric,sometimes,181,rarely,7643,large,5,12,46,12,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1837,Low
underweight,female,vegan,daily,coal,private,lpg,never,109,very frequently,3237,small,3,6,46,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],2721,Medium
underweight,male,omnivore,daily,wood,private,lpg,often,264,frequently,8451,large,7,21,36,20,Sometimes,['Glass'],"['Oven', 'Microwave']",5247,High
obese,male,pescatarian,daily,electricity,private,hybrid,never,242,rarely,1439,medium,1,14,2,8,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1089,Low
obese,female,vegan,twice a day,electricity,private,lpg,sometimes,65,very frequently,5498,extra large,7,8,18,13,No,['Glass'],"['Grill', 'Airfryer']",4658,High
obese,female,omnivore,twice a day,natural gas,private,lpg,often,67,never,8858,medium,6,11,10,10,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",3875,High
underweight,male,pescatarian,twice a day,natural gas,private,hybrid,sometimes,143,never,8590,extra large,5,7,36,18,Sometimes,[],['Stove'],3191,Medium
obese,female,vegan,less frequently,coal,private,hybrid,never,273,very frequently,911,medium,3,12,38,14,Sometimes,['Paper'],"['Stove', 'Microwave']",3129,Medium
overweight,male,pescatarian,twice a day,electricity,private,hybrid,sometimes,132,never,5132,small,7,21,46,16,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",2445,Medium
overweight,female,pescatarian,twice a day,natural gas,private,lpg,never,252,very frequently,9734,extra large,7,11,0,18,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",5444,High
obese,male,omnivore,twice a day,coal,private,electric,never,245,rarely,1092,large,6,16,12,7,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2052,Low
normal,male,pescatarian,more frequently,coal,private,petrol,sometimes,160,frequently,9363,large,4,11,10,24,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",5425,High
underweight,female,omnivore,daily,natural gas,private,electric,never,176,very frequently,4407,extra large,7,18,29,13,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",2922,Medium
obese,male,omnivore,twice a day,natural gas,private,diesel,sometimes,234,very frequently,5098,large,5,7,8,21,No,['Paper'],"['Grill', 'Airfryer']",4963,High
underweight,male,omnivore,more frequently,electricity,private,lpg,often,61,rarely,4055,large,1,18,32,10,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2207,Low
